100	100	0,00000000000000000000	49,40760040283203000000	1 404,98242187500000000000
100	300	0,00000000000000000000	49,73080062866211000000	1 411,52636718750000000000
100	500	0,00000000000000000000	49,83919906616211000000	1 410,62243652343750000000
300	100	0,00000000000000000000	50,06679916381836000000	1 417,84313964843750000000
300	300	0,00000000000000000000	49,58840179443359400000	1 405,47753906250000000000
300	500	0,00000000000000000000	49,65599822998047000000	1 412,48242187500000000000
500	100	0,00000000000000000000	49,07400131225586000000	1 392,82165527343750000000
500	300	0,00000000000000000000	49,16640090942383000000	1 394,71765136718750000000
500	500	0,00000000000000000000	49,88479995727539000000	1 413,53356933593750000000
100	100	0,13085713982582092000	150,38514709472656000000	3 298,35302734375000000000
100	300	0,05200000107288360600	153,11143493652344000000	3 361,08105468750000000000
100	500	0,01171428617089986800	144,84085083007812000000	3 176,09204101562500000000
300	100	1,00000000000000000000	153,19171142578125000000	2 708,80102539062500000000
300	300	0,21714285016059875000	150,82200622558594000000	3 356,07495117187500000000
300	500	0,01914285682141781000	157,17543029785156000000	3 471,84008789062500000000
500	100	0,14914286136627197000	146,18400573730470000000	3 169,37719726562500000000
500	300	0,06628571450710297000	146,23114013671875000000	3 254,19091796875000000000
500	500	0,01028571464121341700	158,52770996093750000000	3 531,43725585937500000000
