100	100	0,00000000000000000000	100,18800354003906000000	2 773,00878906250000000000
100	300	0,00000000000000000000	100,68319702148438000000	2 778,18481445312500000000
100	500	0,00000000000000000000	100,63159942626953000000	2 785,45922851562500000000
300	100	0,00000000000000000000	100,70200347900390000000	2 780,21850585937500000000
300	300	0,00000000000000000000	100,26599884033203000000	2 771,69921875000000000000
300	500	0,00000000000000000000	99,63079833984375000000	2 749,57836914062500000000
500	100	0,00000000000000000000	99,27919769287110000000	2 752,61669921875000000000
500	300	0,00000000000000000000	100,28520202636719000000	2 769,30639648437500000000
500	500	0,00000000000000000000	99,70880126953125000000	2 751,42968750000000000000
100	100	0,17485713958740234000	195,15856933593750000000	4 605,02734375000000000000
100	300	0,10285714268684387000	197,34486389160156000000	4 658,22705078125000000000
100	500	0,00514285732060670850	189,42170715332030000000	4 489,14453125000000000000
300	100	1,00000000000000000000	197,37399291992188000000	3 864,47314453125000000000
300	300	0,71685713529586790000	195,24656677246094000000	4 578,80810546875000000000
300	500	0,00771428551524877550	202,03257751464844000000	4 815,95361328125000000000
500	100	0,23171427845954895000	190,23342895507812000000	4 371,55761718750000000000
500	300	0,08514285832643509000	191,08171081542970000000	4 557,61279296875000000000
500	500	0,00171428569592535500	203,13142395019530000000	4 851,05371093750000000000
