300	150	0,00000000000000000000	115,76000213623047000000	3 247,56005859375000000000
300	100	0,00000000000000000000	116,09400177001953000000	3 247,54394531250000000000
50	216	0,00000000000000000000	116,84431457519531000000	3 265,95214843750000000000
50	300	0,00000000000000000000	119,66733551025390000000	3 352,64135742187500000000
50	50	0,00000000000000000000	114,61399841308594000000	3 223,67602539062500000000
50	150	0,00000000000000000000	116,34999847412110000000	3 275,78002929687500000000
50	300	0,00000000000000000000	113,97200012207031000000	3 212,76806640625000000000
50	450	0,00000000000000000000	118,49199676513672000000	3 309,08789062500000000000
50	550	0,00000000000000000000	116,29399871826172000000	3 260,12402343750000000000
300	150	0,99628573656082150000	670,89770507812500000000	3 176,50976562500000000000
300	100	0,99514287710189820000	684,63055419921880000000	3 184,52172851562500000000
50	216	0,99742859601974490000	486,76885986328125000000	2 319,97827148437500000000
50	300	0,99085712432861330000	545,28399658203120000000	2 578,68164062500000000000
50	50	1,00000000000000000000	444,31970214843750000000	1 853,89770507812500000000
50	150	1,00000000000000000000	474,76629638671875000000	2 034,00000000000000000000
50	300	0,99542856216430660000	542,20971679687500000000	2 572,38452148437500000000
50	450	0,98199999332427980000	499,55343627929690000000	2 309,35473632812500000000
50	550	0,97571426630020140000	449,20629882812500000000	2 139,86401367187500000000
