300	150	0,00000000000000000000	76,67400360107422000000	2 105,30395507812500000000
300	100	0,00000000000000000000	76,42199707031250000000	2 114,80810546875000000000
50	216	0,00000000000000000000	77,10800170898438000000	2 113,43994140625000000000
50	300	0,00000000000000000000	76,05000305175781000000	2 095,26391601562500000000
50	50	0,00000000000000000000	75,24199676513672000000	2 073,58789062500000000000
50	150	0,00000000000000000000	75,06800079345703000000	2 069,57592773437500000000
50	300	0,00000000000000000000	76,59600067138672000000	2 099,19189453125000000000
50	450	0,00000000000000000000	76,80999755859375000000	2 095,83593750000000000000
50	550	0,00000000000000000000	75,05599975585938000000	2 062,01611328125000000000
300	150	0,99742859601974490000	631,30743408203120000000	3 228,33422851562500000000
300	100	0,99628573656082150000	639,67712402343750000000	3 217,04858398437500000000
50	216	0,99114286899566650000	445,80856323242190000000	2 295,80859375000000000000
50	300	0,99171429872512820000	503,92828369140625000000	2 601,64111328125000000000
50	50	0,98371428251266480000	396,48428344726560000000	2 033,46398925781250000000
50	150	0,98914283514022830000	429,59771728515625000000	2 214,11474609375000000000
50	300	0,99428570270538330000	505,14486694335940000000	2 616,67016601562500000000
50	450	0,98885715007781980000	451,27801513671875000000	2 316,97534179687500000000
50	550	0,98771429061889650000	405,95571899414060000000	2 136,71020507812500000000
